,ARTIST,TITLE,METADATA_URL,IMAGE_LINK,IMAGE_NAME,DESCRIPTION,TIMEFRAME,TECHNIQUE
469,Bernardo Daddi,Saint Reparata Tortured with Red-Hot Irons Object Page,https://www.metmuseum.org/art/collection/search/436071?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=200&amp;rpp=40&amp;pos=207,https://images.metmuseum.org/CRDImages/ep/original/DP-13338-001.jpg,met_gallery_DP-13338-001.jpg,"Martyred under Emperor Decius (ruled 249–51 A.D.), Saint Reparata was a patron saint of Florence, for whom its cathedral was named. This exquisitely painted panel is from the high altarpiece of the cathedral (the main panels are now in the Uffizi , Florence). Unusually, it had a double, or two-tiered, base (predella), the lower level of which showed eight scenes from the saint’s life. The Met owns two other badly damaged panels from the series. In this work Daddi transposed the grave manner of Giotto into a charming and rich narrative style.",,"Tempera on wood, gold ground (tooled pattern added possibly in the late nineteenth century)"
470,Osservanza Master,All Saints in an Initial E or O Object Page,https://www.metmuseum.org/art/collection/search/461011?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=200&amp;rpp=40&amp;pos=217,https://images.metmuseum.org/CRDImages/rl/original/DT3619.jpg,met_gallery_DT3619.jpg,"This cutting may have been part of a lost set of choirbooks decorated by the Osservanza Master for the Church of Sant'Agostino in Siena. The initial E, excised from an antiphonary, introduces one of the responses for the Feast of All Saints (November 1): ""Exultent justi in conspectu Dei"" (Let the just exult before God). Inside the initial, painted to resemble an architectural interior, is the Virgin in prayer, surrounded by Saints. Standing next to her in the foreground are Saint Augustine on the left, and Saint Paul on the right. Partly visible behind them are the heads and gold haloes of numerous other saints.The close stylistic affinities between works attributed to the enigmatic Osservanza Master and another Sienese master, Sano di Pietro, may indicate that they represent a single artistic identity. It is also possible that the works attributed to the Osservanza Master are the product of a collaborative workshop to which these artists belonged.",,Tempera and gold on parchment
471,,Wall Painting of a Male Saint Object Page,https://www.metmuseum.org/art/collection/search/473161?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=200&amp;rpp=40&amp;pos=228,https://images.metmuseum.org/CRDImages/md/original/sf2000-525-2s1.jpg,met_gallery_sf2000-525-2s1.jpg,"The largest of these fresco fragments may represent the late fourth-century saint John Chrysostom, who is usually depicted with a pointed beard, sunken cheeks, and a high forehead.",,Fresco
472,,Wall Painting of Male Saint Object Page,https://www.metmuseum.org/art/collection/search/473058?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=200&amp;rpp=40&amp;pos=229,https://images.metmuseum.org/CRDImages/md/original/sf2000-526-1s1.jpg,met_gallery_sf2000-526-1s1.jpg,"The largest of these fresco fragments may represent the late fourth-century saint John Chrysostom, who is usually depicted with a pointed beard, sunken cheeks, and a high forehead.",,Fresco
473,Master of Monte Oliveto,Madonna and Child Enthroned Object Page,https://www.metmuseum.org/art/collection/search/437019?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=200&amp;rpp=40&amp;pos=230,https://images.metmuseum.org/CRDImages/ep/original/DP368117a.jpg,met_gallery_DP368117a.jpg,"This portable triptych is by an anonymous master who was deeply influenced by Duccio. The narrative scenes of the Passion of Christ are related to the comparable scenes of Duccio's great altarpiece, the Maestà. The work probably dates between 1315 and 1320.",,"Tempera on wood, gold ground"
474,Francesco Botticini (Francesco di Giovanni),Madonna and Child Enthroned with Saints and Angels Object Page,https://www.metmuseum.org/art/collection/search/435733?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=240&amp;rpp=40&amp;pos=245,https://images.metmuseum.org/CRDImages/ep/original/DT7233.jpg,met_gallery_DT7233.jpg,"Botticini practiced an eclectic style, influenced successively by Verrocchio and Botticelli. In the present painting the two angels drawing back the curtains depend from those in the altarpiece painted by Botticelli in 1483 for San Barnaba in Florence and now in the Uffizi. Painted for the church of the Servi at Fucecchio (near Empoli), this altarpiece was later in the Collegiata. The frame, though old, is not original.",,Tempera on wood
475,John La Farge,"Three Saints (Alternate Study for Chapel Windows, Caldwell House, Newport) Object Page",https://www.metmuseum.org/art/collection/search/11389?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=240&amp;rpp=40&amp;pos=247,https://images.metmuseum.org/CRDImages/ad/original/87043.jpg,met_gallery_87043.jpg,,,"Watercolor and gouache on white wove paper mounted on gray pulpboard, with cut-out ""mat"" of off-white laid paper"
476,Segna di Buonaventura,Saint Silvester Gozzolini Object Page,https://www.metmuseum.org/art/collection/search/442749?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=240&amp;rpp=40&amp;pos=263,https://images.metmuseum.org/CRDImages/ep/original/DP333089.jpg,met_gallery_DP333089.jpg,,,"Tempera on wood, gold ground"
477,Fra Angelico (Guido di Pietro),Saint Alexander Object Page,https://www.metmuseum.org/art/collection/search/435576?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=240&amp;rpp=40&amp;pos=278,https://images.metmuseum.org/CRDImages/ep/original/DP-19582-001.jpg,met_gallery_DP-19582-001.jpg,"This early work by Fra Angelico dates about 1425 and formed part of the decoration of the frame of an altarpiece still in the church of San Domenico, Fiesole, where the artist was a friar until 1436. The altarpiece was modernized in 1501, and parts of its frame were sold in the nineteenth century. The elegant figure type and delicate modeling owe much to the example of Ghiberti, the author of the famous baptistery doors in Florence.",,"Tempera on wood, gold ground"
478,Bernardo Daddi,Madonna and Child Enthroned with Saints Object Page,https://www.metmuseum.org/art/collection/search/436074?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=280&amp;rpp=40&amp;pos=282,https://images.metmuseum.org/CRDImages/ep/original/ep41.100.15.bw.R.jpg,met_gallery_ep41.100.15.bw.R.jpg,,,"Tempera on wood, gold ground"
479,Workshop of Fra Filippo Lippi,Male Saint Object Page,https://www.metmuseum.org/art/collection/search/459011?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=360&amp;rpp=40&amp;pos=364,https://images.metmuseum.org/CRDImages/rl/original/LC-1975_1_070a-001.jpg,met_gallery_LC-1975_1_070a-001.jpg,"This painting and another depicting an unidentified male saint, which also belongs to the Lehman Collection (1975.1.70B), formed part of a group of eighteen panels depicting saints (now in the Courtauld Institute Gallery, London; Worcester Art Museum, Massachusetts; Fogg Art Museum, Cambridge, Massachusetts; Honolulu Academy of Arts, Hawaii; University of Georgia, Athens, Georgia; and on the art market, 1985), which may have adorned a sacristy cupboard. The figures in the series appear to have been executed by three different hands, several of which may derive from drawings by the early fifteenth-century Florentine artist Fra Filippo Lippi. The two Lehman panels are the most distinguished in the series, although the artist responsible for them -- a member of Lippi's workshop --  cannot be identified.",,Tempera and gold on wood
480,Pietro di Giovanni d'Ambrogio,Saint Michael Object Page,https://www.metmuseum.org/art/collection/search/459257?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=360&amp;rpp=40&amp;pos=382,https://images.metmuseum.org/CRDImages/rl/original/DP366034.jpg,met_gallery_DP366034.jpg,,,"Tempera on wood with silver, gold ground"
481,Bernardo Daddi,Saint Reparata Being Prepared for Execution Object Page,https://www.metmuseum.org/art/collection/search/436070?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=360&amp;rpp=40&amp;pos=385,https://images.metmuseum.org/CRDImages/ep/original/DP-13337-001.jpg,met_gallery_DP-13337-001.jpg,"Martyred under Emperor Decius (ruled 249–51 A.D.), Saint Reparata was a patron saint of Florence, for whom its cathedral was named. This exquisitely painted panel is from the high altarpiece of the cathedral (the main panels are now in the Gallerie degli Uffizi, Florence). Unusually, it had a double, or two-tiered, base (predella), the lower level of which showed eight scenes from the saint’s life. The Met owns two other badly damaged panels from the series. In this work Daddi transposed the grave manner of Giotto into a charming and rich narrative style.",,"Tempera on wood, gold ground"
482,Master of the Acts of Mercy,The Martyrdom of Saint Lawrence; (reverse) Giving Drink to the Thirsty Object Page,https://www.metmuseum.org/art/collection/search/436990?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=360&amp;rpp=40&amp;pos=399,https://images.metmuseum.org/CRDImages/ep/original/DT8702.jpg,met_gallery_DT8702.jpg,"This panel was orginally part of an altarpiece to which two panels in the Städtisches Museum at Trier—Beheading of John the Baptist (with Harboring the Pilgrim on the reverse), and The Feast of Herod (with Feeding the Hungry on the reverse)—also belonged. When the altarpiece was closed, the Acts of Mercy could be seen while the opened altarpiece showed the gold-ground paintings with scenes from the life of John the Baptist and Saint Lawrence. Since the Acts of Mercy depicted in the art of this period commonly numbered six, three panels are probably missing from the wings of the altarpiece, one with the Baptism of Christ, and two other scenes from the life of Saint Lawrence. There is no indication of the contents of the central panel. An altarpiece by the same hand is in the Nonnberg at Salzburg, where this panel may also have been painted.The aggressive realism and formal simplicity found here are characteristic of works made in Salzburg in the second half of the fifteenth century. Hatch marks to indicate shadows on Lawrence's grill suggest that the artist was familiar with the techniques of engraving and woodcutting, newly discovered art forms which probably originated in the Upper Rhine region.",,"Oil on fir, (obverse) gold ground"
483,Girolamo Romanino,The Flagellation; (reverse) The Madonna of Mercy Object Page,https://www.metmuseum.org/art/collection/search/437497?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=440&amp;rpp=40&amp;pos=462,https://images.metmuseum.org/CRDImages/ep/original/DT6075.jpg,met_gallery_DT6075.jpg,"Romanino painted this expressive depiction of the flagellation of Christ as a processional banner for a confraternity, or lay religious group, in Brescia, a city not far from Milan. Contemporary German prints, which circulated widely in northern Italy, inspired its dramatically compressed composition and the vehemence of the brutish executioners. Caravaggio, the groundbreaking artist of the next generation, spent his formative years in the region and almost certainly knew and admired this painting. On its reverse, Romanino painted the Madonna of Mercy surrounded by kneeling members, now unfortunately somewhat damaged. For an image of the reverse visit metmuseum.org.",,Distemper and oil(?) on canvas
484,,"Manuscript Leaf wtih Saint Dorothy, from a Book of Hours Object Page",https://www.metmuseum.org/art/collection/search/467517?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=440&amp;rpp=40&amp;pos=477,https://images.metmuseum.org/CRDImages/md/original/sf32-100-475Cs1.jpg,met_gallery_sf32-100-475Cs1.jpg,"Dressed as a middle class woman with a book in her lap, Saint Dorothy appears at the beginning of a prayer in her honor. The coat of arms and motto (""God be kind to us, luck fails ever so often"") at the bottom of the leaf are of an unidentified Flemish family.",,"Tempera, ink, and shell gold on parchment"
485,Spanish (Valencian) Painter,Saint Michael and the Dragon Object Page,https://www.metmuseum.org/art/collection/search/437742?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=440&amp;rpp=40&amp;pos=478,https://images.metmuseum.org/CRDImages/ep/original/DP-24152-001.jpg,met_gallery_DP-24152-001.jpg,"This work was painted in Italy by an unknown artist whose style is indebted to the richness and refinement of Valencian art at the beginning of the fifteenth century. Saint Michael wears a brightly colored brigandine embellished with gold foliate decoration and wields a great sword with almost balletic grace against the seven-headed dragon of the Apocalypse. The idealized beauty of the youthful archangel contrasts with the monstrous, bat-winged creature sprawled at his feet. Their violent and timeless struggle is staged against a finely inscribed gold ground that emphasizes the celestial setting of the battle.",,"Tempera on wood, gold ground"
486,Don Simone Camaldolese,"Manuscript Illumination with Saint Lawrence in an Initial C, from a Gradual Object Page",https://www.metmuseum.org/art/collection/search/468974?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=440&amp;rpp=40&amp;pos=479,https://images.metmuseum.org/CRDImages/md/original/DT201056.jpg,met_gallery_DT201056.jpg,"When embellished with a figure or a scene, the opening letter of a hymn serves as a visual prompt to members of the choir. Here, the figure dressed as a deacon and holding a large grill is Saint Lawrence, whose feast is celebrated on August 10. Still visible in the margin is a note to the artist indicating that a figure (figura) should be painted in the letter.",,"Tempera, ink and gold on parchment"
487,Carlo Crivelli,An Apostle Object Page,https://www.metmuseum.org/art/collection/search/459026?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=480&amp;rpp=40&amp;pos=481,https://images.metmuseum.org/CRDImages/rl/original/DT3059.jpg,met_gallery_DT3059.jpg,"Following an early period in Venice, Crivelli moved to Fermo, in the Marches, where he executed the altarpiece of San Francesco Montefiore, to which this panel originally belonged. Portraying an apostle holding a scroll of a creed, the panel was part of the altarpiece’s predella, consisting of a series of arch-topped half-length figures of Christ and eleven saints and apostles. Crivelli's linear, dry, and expressive style reveals the influence of the Paduan school of the mid-fifteenth century.",,Tempera and gold on wood
488,Swiss Painter,Saint Agapitus of Praeneste in the Arena; (interior) The Beheading of Saint Agapitus of Praeneste Object Page,https://www.metmuseum.org/art/collection/search/437770?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=480&amp;rpp=40&amp;pos=486,https://images.metmuseum.org/CRDImages/ep/original/DP164845.jpg,met_gallery_DP164845.jpg,,,"Oil, gold, and white metal on wood"
489,Master of Eggenburg,Saint Adalbert and Saint Procopius Object Page,https://www.metmuseum.org/art/collection/search/437004?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=480&amp;rpp=40&amp;pos=495,https://images.metmuseum.org/CRDImages/ep/original/DP164824.jpg,met_gallery_DP164824.jpg,,,"Oil on spruce, gold ground"
490,Netherlandish (Antwerp Mannerist) Painter,A Sermon on Charity (possibly the Conversion of Saint Anthony) Object Page,https://www.metmuseum.org/art/collection/search/437214?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=480&amp;rpp=40&amp;pos=497,https://images.metmuseum.org/CRDImages/ep/original/DT208762.jpg,met_gallery_DT208762.jpg,"This panel may represent Saint Anthony listening to a reading from the Gospels and distributing his wealth to the poor, or it may be intended as a more general sermon on the virtues of charity. In either case, the theme reflects the concerns of the Biblical Humanists, a reform group that advocated charity as a moral obligation. Their doctrine, that a life lived in conformity with Christianity was more important than participation in Church ritual, could account for the unfinished brick wall dividing the composition in two parts: one showing ritual, the other active intervention in terms of offering charity.",,Oil on wood
491,Sebastiano del Piombo,Madonna and Child with Saints and Donors Object Page,https://www.metmuseum.org/art/collection/search/437646?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=480&amp;rpp=40&amp;pos=508,https://images.metmuseum.org/CRDImages/ep/original/DT5283.jpg,met_gallery_DT5283.jpg,"This fine painting, with its rich colors and the soft, tonal modeling of the flesh tones, was most likely painted by the young Sebastiano del Piombo. A contemporary of Titian and almost his equal in talent, Sebastiano was an important presence in Venice before his departure for Rome in 1510. If this painting is by him it must be one of his earliest, as the composition is slightly awkward, and although many details are close to those of his later, certain works, it lacks their sophistication.",,Oil on wood
492,Pieter Huys,The Temptation of Saint Anthony Object Page,https://www.metmuseum.org/art/collection/search/436702?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=560&amp;rpp=40&amp;pos=561,https://images.metmuseum.org/CRDImages/ep/original/DP-16063-001.jpg,met_gallery_DP-16063-001.jpg,,,Oil on oak
493,,"Manuscript Illumination with Saint Trudo (Trond) in an Initial O, from a Choir Book Object Page",https://www.metmuseum.org/art/collection/search/467416?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=560&amp;rpp=40&amp;pos=569,https://images.metmuseum.org/CRDImages/md/original/sf31-134-4s1.jpg,met_gallery_sf31-134-4s1.jpg,,,"Tempera, ink, and gold on parchment"
494,,Manuscript Illumination with the Figure of a Saint in an Initial O Object Page,https://www.metmuseum.org/art/collection/search/468479?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=560&amp;rpp=40&amp;pos=580,https://images.metmuseum.org/CRDImages/md/original/sf55-18-6s1.jpg,met_gallery_sf55-18-6s1.jpg,,,"Tempera, ink, and gold on parchment"
495,Ignacio de Ries,Saint Michael the Archangel Object Page,https://www.metmuseum.org/art/collection/search/437729?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=560&amp;rpp=40&amp;pos=583,https://images.metmuseum.org/CRDImages/ep/original/DP-20396-001.jpg,met_gallery_DP-20396-001.jpg,"Ries was the son of a Flemish painter who had settled in Seville. In the mid-1630s he worked for Zurbarán, some of whose paintings are displayed in this gallery and to whom this picture was long attributed. Now recognized as one of Ries’s finest works, dating from the 1640s, this painting relates to both Flemish and Italian traditions. The open-mouthed figure of Satan ""cast out [of heaven] into the earth"" (Rev. 12:9) especially recalls the work of Ribera. ",,Oil on canvas
496,Russian Painter,Saint Elias&#39;s Fiery Ascension Object Page,https://www.metmuseum.org/art/collection/search/437556?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=560&amp;rpp=40&amp;pos=591,https://images.metmuseum.org/CRDImages/ep/original/ep1972.145.20.bw.R.jpg,met_gallery_ep1972.145.20.bw.R.jpg,,,Tempera on wood
497,Italian (Florentine or Paduan) Painter (Cheyo da Firenze?),Madonna and Child Object Page,https://www.metmuseum.org/art/collection/search/436759?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=560&amp;rpp=40&amp;pos=600,https://images.metmuseum.org/CRDImages/ep/original/DP341174.jpg,met_gallery_DP341174.jpg,"The attribution of this damaged but compelling picture—a work of unusual expressive intensity—has puzzled scholars. It may be by a Paduan follower of Giotto and was perhaps painted about 1310–15—not long after Giotto completed his celebrated fresco cycle in the Arena Chapel, Padua. The painter has tentatively been associated with a cycle of frescoes in the chapter house of the great abbey of Pomposa, near Ferrara. The panel has been cut on all sides.",,"Tempera on wood, gold ground"
498,Peter Paul Rubens,Saint Teresa of Ávila Interceding for Souls in Purgatory Object Page,https://www.metmuseum.org/art/collection/search/437542?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=600&amp;rpp=40&amp;pos=603,https://images.metmuseum.org/CRDImages/ep/original/DP-18296-013.jpg,met_gallery_DP-18296-013.jpg,"The present painting is a reduced workshop version of a large altarpiece painted by Rubens about 1630–33 for the Church of the Discalced Carmelites in Antwerp. The painting refers to the story of Bernardino de Mendoza, a young Spaniard who had given Saint Teresa land on which to build a convent. Bernardino died before it could be built, and Christ appeared to Saint Teresa informing her that the donor's soul could not be released from purgatory until the convent was completed. Bernardino appears in purgatory at the left of the painting.",,Oil on wood
499,the Illustratore,"Manuscript Leaf with a female saint (possibly Dorothy) in an Initial G, from a Gradual Object Page",https://www.metmuseum.org/art/collection/search/467419?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=600&amp;rpp=40&amp;pos=612,https://images.metmuseum.org/CRDImages/md/original/DP158479.jpg,met_gallery_DP158479.jpg,,,"Tempera, ink, and gold on parchment"
500,Dieric Bouts,A Donor Presented by a Saint Object Page,https://www.metmuseum.org/art/collection/search/436284?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=640&amp;rpp=40&amp;pos=668,https://images.metmuseum.org/CRDImages/ep/original/ep32.100.41.R.jpg,met_gallery_ep32.100.41.R.jpg,"In later centuries, altarpieces were sometimes dismantled and cut into smaller fragments. In this case, the original religious panel included a full-length portrait of the kneeling donor. At some point he was cut out from the waist up, and the background was repainted in a uniform, dark color to make the painting look like an independent portrait. With the overpaint now removed, the panel’s fragmentary condition is evident, for we see the cloak and arm of the donor’s patron saint, possibly Saint John the Baptist, presenting him to the now-lost object of his devotion formerly at the right.",,Oil on wood
501,Andrea Mantegna,Madonna and Child with Seraphim and Cherubim Object Page,https://www.metmuseum.org/art/collection/search/436968?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=720&amp;rpp=40&amp;pos=730,https://images.metmuseum.org/CRDImages/ep/original/DP213853.jpg,met_gallery_DP213853.jpg,"The composition of this touching image, which may date to about 1454, is inspired by the sculpture of Donatello, who worked at Padua between 1443 and 1453. Its emotional intensity is compromised by abrasion to the paint surface (the face of the Virgin is almost obliterated). Only the cherubim on the right are well preserved. The illusionism of the arched setting is typical of Mantegna’s desire to break through the picture plane and enter the space of the viewer.",,Tempera and gold on wood
502,France,Saint  Anthony Object Page,https://www.metmuseum.org/art/collection/search/461124?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=720&amp;rpp=40&amp;pos=736,https://images.metmuseum.org/CRDImages/rl/original/sf-rlc-1975-1-2467-v.JPG,met_gallery_sf-rlc-1975-1-2467-v.JPG,"The anonymous artist who painted this miniature was greatly influenced by the French painter and illuminator Jean Fouquet. This leaf belonged to a lavishly illustrated book of hours from which thirty-one other detached leaves survive. The group is distinguished by the use of illusionistically painted architectural frames surrounding a central scene—in this case, Saint Anthony seated in a landscape. Particularly noteworthy are the beautifully preserved liquid-gold highlights on the saint’s garments and walking stick.",,Tempera and liquid gold on parchment
503,Gentile da Fabriano (Gentile di Niccolò di Giovanni di Massio),Madonna and Child with Angels Object Page,https://www.metmuseum.org/art/collection/search/436452?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=1000&amp;rpp=40&amp;pos=1010,https://images.metmuseum.org/CRDImages/ep/original/DP254091.jpg,met_gallery_DP254091.jpg,"Although badly damaged, this picture is a rare work by one of the greatest painters of the early fifteenth century. Gentile was born in the town of Fabriano, in the Marches, but his work was in demand from Milan to Rome. He painted this work in Venice, where together with Pisanello he was engaged in the decoration of the Doges Palace. It may be the center of an altarpiece, since the child turns as though to bless an unseen figure. As Queen of Heaven, the Virgin is seated on a throne; the plants that have overgrown it allude to her humility (humus, the latin root of humble, means earth). Astonishing at this date—ca. 1410—is the delicate naturalism of the child, the attentive description of the plants, and the rythmic folds of the drapery, which confer an effect of incipient movement. No Venetian painter was untouched by these novelties.The small angels in the foreground hold a scroll inscribed with an Easter antiphon to the Virgin.The photograph to the right shows the extent of the losses.",,"Tempera on wood, traces of gold ground"
504,Master of Varlungo,Madonna and Child Enthroned with Angels Object Page,https://www.metmuseum.org/art/collection/search/437023?what=Paintings&amp;showOnly=openAccess&amp;ft=saints&amp;offset=1120&amp;rpp=40&amp;pos=1126,https://images.metmuseum.org/CRDImages/ep/original/DT242200.jpg,met_gallery_DT242200.jpg,"Painted about 1290, this charming painting is typical of the simply shaped panels that served as altarpieces before the advent of the multi-panel Gothic polyptych. The artist was a modest follower of Cimabue who, in his engaging way, attempts to keep pace with the innovations of Duccio and Giotto. The Child’s gesture—""as if he wanted to distract [his mother] from her melancholy"" (Hans Belting)—occurs in French Gothic ivories and has ""been transferred from the iconography of love to that of religious motifs."" Another scholar notes that the artist’s work—populist in character—begs to be interpreted in human rather than purely artistic terms.",,"Tempera on wood, silver ground"
505,,Saint Gerard with Gérard de Haraucourt (one of a set of four) Object Page,https://www.metmuseum.org/art/collection/search/198988?what=Stained+glass&amp;showOnly=openAccess&amp;ft=saints&amp;offset=0&amp;rpp=40&amp;pos=4,https://images.metmuseum.org/CRDImages/es/original/DT230686.jpg,met_gallery_DT230686.jpg,"Under the watchful eye of her patron saint, Francis of Assisi, Françoise d’Anglure kneels in prayer as her lapdog rests nearby. Her husband, Gérard de Haraucourt, is shown in a similar pose beside his protector, Saint Gérard, bishop of Toul. The couple’s heir, Hesse de Linange, commissioned the panels and their counterparts on the opposite wall, which depict himself and his wife, Madeleine de Grandpré. They were intended for the chapel of the church of the Franciscan convent of the Soeurs Grises in Ormes-et-Villes, Lorraine.",,"Colored, stained, and enameled glass"
506,,Vision of Saint Germain of Paris Object Page,https://www.metmuseum.org/art/collection/search/471987?what=Stained+glass&amp;showOnly=openAccess&amp;ft=saints&amp;offset=0&amp;rpp=40&amp;pos=9,https://images.metmuseum.org/CRDImages/cl/original/DP102833.jpg,met_gallery_DP102833.jpg,"This panel is one of two scenes from the Legend of Saint Germain of Paris.  Here Germain appears posthumously in a dream to a monk from Saint-Germain-des-Prés, exhorting the brother to maintain his faith. The figures dominate the compositions, fully commanding the dark blue ground against which they are placed. Details of the setting are minimal, lending a sense of the otherworldly to the vision, and forms are suggested by color masses, contrast of tone, and painted line. A series of concave curves and an ashen face turned away from the specter of the saint bring drama to the monk's pose.",,"Pot-metal glass, vitreous paint"
507,,Roundel with the Temptation of Saint Anthony Object Page,https://www.metmuseum.org/art/collection/search/469866?what=Stained+glass&amp;showOnly=openAccess&amp;ft=saints&amp;offset=0&amp;rpp=40&amp;pos=10,https://images.metmuseum.org/CRDImages/cl/original/DP360461.jpg,met_gallery_DP360461.jpg,"Saint Anthony Abbot's test of faith at the hands of a clutch of demons is represented here in a charming, if somewhat naive, Late Gothic style. Dressed as an abbot, the saint holds a crosier, which terminates in a tau cross and a mendicant's bell; he is surrounded by fantastical beasts. The inscription suggests that the roundel was a donation by a local priest, who kneels before the saint next to his coat of arms.This roundel is stylistically consistent with other works known to have originated in southern Germany. The inscription names the village of Kappel and its priest in 1532.",,"Colorless glass, vitreous paint and silver stain"
508,,Martyrdom of Saint Lawrence Object Page,https://www.metmuseum.org/art/collection/search/469887?what=Stained+glass&amp;showOnly=openAccess&amp;ft=saints&amp;offset=0&amp;rpp=40&amp;pos=16,https://images.metmuseum.org/CRDImages/cl/original/DP102842.jpg,met_gallery_DP102842.jpg,"Contrary to iconographic convention, Saint Lawrence here appears in supplication, amid bands of fire, rather than stretched out on the grill.  This representation reflects the writings of both saints Augustine and Ambrose, which relate that Lawrence conquered the fire without—shown here licking at his feet—with the three fires within: those inflamed by the ardor of faith, the love of Christ, and the true knowledge of God, which are represented here by the bands of fire at waist and shoulder level and by the column of fire above his head.The attribution of the panel to Canterbury is based largely on style; its precise location in the cathedral choir has not been determined.  The bearded head is not that of Saint Lawrence but came from elsewhere in the same glazing program and was later inserted, probably in the nineteenth century; most of the inscription and much of the architectural framings are recent restorations to complete the panel.",,"Pot-metal glass, vitreous paint"
509,,Woman Dispensing Poison from the Legend of Saint Germain of Paris Object Page,https://www.metmuseum.org/art/collection/search/471988?what=Stained+glass&amp;showOnly=openAccess&amp;ft=saints&amp;offset=0&amp;rpp=40&amp;pos=27,https://images.metmuseum.org/CRDImages/cl/original/DP102834.jpg,met_gallery_DP102834.jpg,"This panel is one of two scenes from the Legend of Saint Germain of Paris. Here the woman carrying flasks is part of a sequence recounting an attempt to poison the youthful Germain, who became bishop of Paris in the sixth century. The figure dominates the composition, fully commanding the dark blue ground against which she is placed. Details of the setting are minimal, lending a sense of the otherworldly to the vision, and forms are suggested by color masses, contrast of tone, and painted line.",,"Pot-metal glass, vitreous paint"
510,,Two Seated Apostles from a Pentecost Scene Object Page,https://www.metmuseum.org/art/collection/search/471220?what=Stained+glass&amp;showOnly=openAccess&amp;ft=saints&amp;offset=0&amp;rpp=40&amp;pos=29,https://images.metmuseum.org/CRDImages/cl/original/cdi37-173-5.jpg,met_gallery_cdi37-173-5.jpg,It is possible that the figure of the Virgin and the two seated apostles (the head of the figure behind is a medieval replacement) come from a panel representing the Pentecost. The figure of Saint Martin came from another window dedicated to that saint.,,Pot-metal glass and vitreous paint
511,,"Saint Maximin, Bishop of Trèves, with a bear (one of a pair) Object Page",https://www.metmuseum.org/art/collection/search/190616?what=Stained+glass&amp;showOnly=openAccess&amp;ft=saints&amp;offset=0&amp;rpp=40&amp;pos=32,https://images.metmuseum.org/CRDImages/es/original/3465.jpg,met_gallery_3465.jpg,Saint Maxime (d. 346) was an early bishop of the German city of Trier and became its patron saint. According to legend a bear attacked Maxime's pack horse and was then tamed and commanded by the saint to carry his load. The pack saddle with his possessions became a symbol of Maxime's episcopal burden.,,"Stained glass; pot metal, white glass, vitreous paint, silver stain"
